DisplayName,NormalizedName,alpha
Journal of Molecular Modeling,journal of molecular modeling,-0.006454914532093935
Mathematical Biosciences and Engineering,mathematical biosciences and engineering,0.3228926794598436
Journal of Plasma and Fusion Research,journal of plasma and fusion research,0.009334206983700397
Journal of Genetics,journal of genetics,0.02497917482972034
Phycological Research,phycological research,-0.04637421528096767
Current Aging Science,current aging science,0.0026458429030776294
International Journal of Analytical Chemistry,international journal of analytical chemistry,-0.06725229400648142
Journal of Environmental and Engineering Geophysics,journal of environmental and engineering geophysics,0.12255756352628201
Sustainability Science,sustainability science,0.1504847415958527
Global Networks-a Journal of Transnational Affairs,global networks a journal of transnational affairs,-0.11264367816091961
Madera Y Bosques,madera y bosques,-0.0018106554691920576
Transactions of The Japan Society for Aeronautical and Space Sciences,transactions of the japan society for aeronautical and space sciences,-0.023259775454897415
Perspective Magazine,perspective magazine,0.4601386774902757
Journal of Lgbt Issues in Counseling,journal of lgbt issues in counseling,0.03762102351313971
Sleep Medicine Clinics,sleep medicine clinics,-0.09799457994579948
Autrepart,autrepart,0.054214483577364476
Polymer International,polymer international,-0.012996114332973447
Studies in Higher Education,studies in higher education,0.09867509786208974
Mini-reviews in Medicinal Chemistry,mini reviews in medicinal chemistry,0.011712215049613874
British Journal of Sociology,british journal of sociology,0.45381526104417674
World Journal of Gastrointestinal Pharmacology and Therapeutics,world journal of gastrointestinal pharmacology and therapeutics,-0.023252612477316824
British Dental Journal,british dental journal,-0.0008617181432960159
Vascular Pharmacology,vascular pharmacology,0.0016047090002772016
Glasgow Mathematical Journal,glasgow mathematical journal,0.9479674796747968
International Review of Environmental and Resource Economics,international review of environmental and resource economics,0.3519713261648746
Mechanika,mechanika,0.13404197328972473
International Journal of Diabetes in Developing Countries,international journal of diabetes in developing countries,-0.011239736679667161
Biological Psychiatry,biological psychiatry,0.04312945491926934
Transactions of The Korean Society of Mechanical Engineers A,transactions of the korean society of mechanical engineers a,0.03383159671503231
Clinica Chimica Acta,clinica chimica acta,-0.013088153421073842
European Clinical Respiratory Journal,european clinical respiratory journal,0.03153942606366302
Journal of BioScience and Biotechnology,journal of bioscience and biotechnology,0.03689567430025446
Revista de Odontologia da UNESP,revista de odontologia da unesp,-0.023903909648712605
Informador Técnico,informador tecnico,0.16958169664392528
Sociological Science,sociological science,0.3254901960784314
Hiroshima journal of medical sciences,hiroshima journal of medical sciences,-0.03691867305148555
European Journal of Dentistry,european journal of dentistry,-0.03086590320632874
Biomedical sciences instrumentation,biomedical sciences instrumentation,0.005164269969560198
Critical care nursing quarterly,critical care nursing quarterly,0.12031088082901559
"Transactions of the VŠB - Technical University of Ostrava, Mechanical Series",transactions of the vsb technical university of ostrava mechanical series,-0.029184149184149175
Medical Science and Technology,medical science and technology,0.01609216845980082
Scientific Investigations Map,scientific investigations map,0.059378066761834075
International journal of innovation and scientific research,international journal of innovation and scientific research,0.01438800705467372
The review of economics and commerce,the review of economics and commerce,-0.4549878345498784
Journal of entomological research,journal of entomological research,0.0025928108426635293
IEICE technical report. Signal processing,ieice technical report signal processing,-0.0347777391573012
Livestock research for rural development,livestock research for rural development,0.049118561526121096
Health Risk Analysis,health risk analysis,-0.08879387435725464
Iranian Journal of Forest and Poplar Research,iranian journal of forest and poplar research,0.003921568627450985
"International Journal of Agriculture, Environment and Biotechnology",international journal of agriculture environment and biotechnology,0.005884012116306734
International higher education,international higher education,0.6414141414141413
Ecological Chemistry and Engineering. A,ecological chemistry and engineering a,0.027937838309760776
Journal of Technical education and training,journal of technical education and training,0.014035087719298227
Journal of Economics and Statistics,journal of economics and statistics,0.5555555555555556
International Association for Development of the Information Society,international association for development of the information society,-0.019971318119466293
European Cardiology Review,european cardiology review,-0.0009696969696969662
Journal of Pre-Clinical and Clinical Research,journal of pre clinical and clinical research,-0.034796668181617085
FP essentials,fp essentials,0.2947658402203857
International journal of sport studies,international journal of sport studies,-0.07629496120993652
The Japanese journal of cognitive psychology,the japanese journal of cognitive psychology,-0.2786324786324787
China Journal of Highway and Transport,china journal of highway and transport,0.3167848699763593
Microbial Cell,microbial cell,0.0821111906218289
Tékhne,tekhne,-0.13273273273273267
Chinese Birds,chinese birds,0.0738910012674271
The Journal of Pediatrics,the journal of pediatrics,0.05081716066942011
Food Technology,food technology,0.1533333333333333
Qualitative Research Journal,qualitative research journal,0.37275985663082434
The Clearing House,the clearing house,0.1588972431077694
Journal of Cancer Research and Clinical Oncology,journal of cancer research and clinical oncology,0.012054748637965016
Annals of Animal Science,annals of animal science,0.016722653663235203
"Journal of Computer Chemistry, Japan",journal of computer chemistry japan,-0.08393939393939394
International Journal of Online Engineering,international journal of online engineering,0.04674274158601762
Journal of Emergency Medicine,journal of emergency medicine,0.031327030070944104
China Ocean Engineering,china ocean engineering,0.0064154958559290735
Fundamenta Informaticae,fundamenta informaticae,0.34893409763590727
International Journal of Injury Control and Safety Promotion,international journal of injury control and safety promotion,0.001820093835948878
Critical Care Research and Practice,critical care research and practice,-0.017192503977354907
International Journal of Business Excellence,international journal of business excellence,-0.021588946459412783
Biophysics,biophysics,0.020043179199039446
Hepato-gastroenterology,hepato gastroenterology,-0.013350036723671658
Hydrological Sciences Journal-journal Des Sciences Hydrologiques,hydrological sciences journal journal des sciences hydrologiques,0.034156049495977794
Acta Biotheoretica,acta biotheoretica,0.37353944853944854
International Journal of Machine Consciousness,international journal of machine consciousness,0.05132275132275133
Learning & Memory,learning & memory,-0.06047059375610308
Parasites & Vectors,parasites & vectors,0.044040112158381405
Personnel Psychology,personnel psychology,0.3163144554777661
Mechanics of Advanced Materials and Structures,mechanics of advanced materials and structures,-0.09104949783800959
Journal of Policy and Practice in Intellectual Disabilities,journal of policy and practice in intellectual disabilities,0.008164280672871742
Journal of Addictions Nursing,journal of addictions nursing,0.045373241116145935
Theater,theater,-0.05918155918155916
The Counseling Psychologist,the counseling psychologist,0.05572254440178968
Pediatric Infectious Disease Journal,pediatric infectious disease journal,0.008834457015664102
Journal of Japan Society on Water Environment,journal of japan society on water environment,0.034624997668475925
Advanced Drug Delivery Reviews,advanced drug delivery reviews,0.08002000072895595
Public Health Nutrition,public health nutrition,0.038543808352848985
Nature Reviews Endocrinology,nature reviews endocrinology,0.18272655634357757
Advances in Cognitive Psychology,advances in cognitive psychology,0.033333333333333354
Journal of Hospitality Marketing & Management,journal of hospitality marketing & management,0.06792849631966354
International Wound Journal,international wound journal,0.005265884738433428
International Journal of Innovation in The Digital Economy,international journal of innovation in the digital economy,-0.040515653775322305
Veterinaria,veterinaria,0.1180774169267893
Psychogeriatrics,psychogeriatrics,-0.015477377828979708
Journal of Neuroscience Methods,journal of neuroscience methods,0.015610719588522405
Strategic Outsourcing: An International Journal,strategic outsourcing an international journal,0.22222222222222227
Journal of Biological Dynamics,journal of biological dynamics,0.34255760368663596
Russian Aeronautics (iz Vuz),russian aeronautics (iz vuz),0.09224515322076299
Police Quarterly,police quarterly,-0.037800687285223344
Journal of Anesthesia,journal of anesthesia,0.02859253214607003
Semiotica,semiotica,0.06666666666666668
Journal of Perinatal & Neonatal Nursing,journal of perinatal & neonatal nursing,-0.0989699617106186
Canadian Journal of Physics,canadian journal of physics,0.40857736084580115
Journal of Agricultural & Food Industrial Organization,journal of agricultural & food industrial organization,0.16151202749140892
Die Pharmazie,die pharmazie,-0.005335802269450541
Indian Journal of Sexually Transmitted Diseases and AIDS,indian journal of sexually transmitted diseases and aids,0.08659003831417628
Advances in Computers,advances in computers,0.2567868268802848
Transfusion,transfusion,0.040272555776646166
Studia Scientiarum Mathematicarum Hungarica,studia scientiarum mathematicarum hungarica,0.634703196347032
Cardiology Research and Practice,cardiology research and practice,0.07023470094837979
Evaluation & the Health Professions,evaluation & the health professions,0.05516950363552306
Canadian Ethnic Studies,canadian ethnic studies,-0.2698412698412699
Brain Impairment,brain impairment,0.03518871252204585
Seminars in Respiratory and Critical Care Medicine,seminars in respiratory and critical care medicine,0.1010594560404807
Polar Biology,polar biology,0.04953186278704763
Journal of Leukocyte Biology,journal of leukocyte biology,0.02693645920885954
Public Administration,public administration,0.13469174503657266
Global Business Review,global business review,0.03225806451612903
Historia Y Comunicacion Social,historia y comunicacion social,0.06367041198501876
Academia-revista Latinoamericana De Administracion,academia revista latinoamericana de administracion,-0.07555555555555557
Ciencia Amazónica (Iquitos),ciencia amazonica (iquitos),0.041743894620271595
Kesmas: Jurnal Kesehatan Masyarakat Nasional,kesmas jurnal kesehatan masyarakat nasional,0.021761006289308184
Public Health Research & Practice,public health research & practice,0.15907780979827085
Nova Biotechnologica et Chimica,nova biotechnologica et chimica,-0.05340479626193911
Georgian medical news,georgian medical news,0.02209250412640243
International Journal of Palliative Nursing,international journal of palliative nursing,0.060726352757111225
Revue d'odonto-stomatologie,revue d odonto stomatologie,0.3079365079365079
International Journal of Materials Engineering,international journal of materials engineering,-0.028641681175356613
Web Ecology,web ecology,-0.12705114672296328
Journal of bioprocessing & biotechniques,journal of bioprocessing & biotechniques,0.01850248516915183
Journal of Environmental and Analytical Toxicology,journal of environmental and analytical toxicology,0.03967175863727587
Surgical Science,surgical science,0.02844011833964948
Allergo journal international,allergo journal international,0.6032186488724103
Studies in computational intelligence,studies in computational intelligence,0.21072342915660885
Clinical and molecular hepatology,clinical and molecular hepatology,-0.005875358360999086
Journal of health care law and policy,journal of health care law and policy,-0.03297101449275363
Pepperdine Dispute Resolution Law Journal,pepperdine dispute resolution law journal,-0.19727891156462588
Journal of Sichuan University,journal of sichuan university,0.01938674579624133
The Journal of School Leadership,the journal of school leadership,0.04244694132334584
International Journal of Railway,international journal of railway,-0.04197035957240041
The Journal of Weather Modification,the journal of weather modification,0.052048857368006296
Journal of Novel Physiotherapies,journal of novel physiotherapies,0.01193937692955374
Journal für Hypertonie - Austrian Journal of Hypertension,journal fur hypertonie austrian journal of hypertension,-0.10941385435168734
"Journal of Agriculture, Biotechnology and Ecology",journal of agriculture biotechnology and ecology,-0.14527629233511585
The Egyptian Orthopaedic Journal,the egyptian orthopaedic journal,-0.1015990159901599
Journal of Tropical Agroecotechnology,journal of tropical agroecotechnology,-0.09441624365482235
Medico-Legal Update,medico legal update,0.003940435280641461
Journal of Agroindustrial Technology,journal of agroindustrial technology,0.35449035812672175
American Journal of Food Science and Technology,american journal of food science and technology,0.08563622170179548
RUDN Journal of Medicine,rudn journal of medicine,0.10023689609181838
Trauma & Treatment,trauma & treatment,0.06479423452549336
Integrative Medicine: A clinician's journal,integrative medicine a clinician s journal,-0.05454545454545454
Journal of Qualitative Research in Health Sciences,journal of qualitative research in health sciences,-0.07573871755865949
The Australian Journal of Language and Literacy,the australian journal of language and literacy,0.16085626911314987
Journal of Balkan Ecology,journal of balkan ecology,-0.21269841269841266
Sudan journal of medical sciences,sudan journal of medical sciences,-0.11108743043802279
Pharmacognosy Journal,pharmacognosy journal,-0.018742084556775156
"Journal of the Korean Society of Surveying, Geodesy, Photogrammetry and Cartography",journal of the korean society of surveying geodesy photogrammetry and cartography,-0.07783117374490815
Journal of Health Specialties,journal of health specialties,0.11856890904509954
WSEAS Transactions on Signal Processing archive,wseas transactions on signal processing archive,0.17938420348058903
Journal of research in interprofessional practice and education,journal of research in interprofessional practice and education,-0.04736564533971342
Journal of MMIJ : journal of the Mining and Materials Processing Institute of Japan,journal of mmij journal of the mining and materials processing institute of japan,-0.27605194805194805
Journal of stem cells,journal of stem cells,-0.038970862210298836
IEICE technical report. Neurocomputing,ieice technical report neurocomputing,0.17138711205875387
Technical report of IEICE. HIP,technical report of ieice hip,-0.022308348190062777
Journal of Dental Materials and Techniques,journal of dental materials and techniques,-0.028340306834030677
Post-Graduate Medical Journal of NAMS,post graduate medical journal of nams,0.07904761904761907
Journal of Transnational Management,journal of transnational management,0.22222222222222224
New Zealand Journal of Educational Studies,new zealand journal of educational studies,0.11620795107033643
Hystrix-italian Journal of Mammalogy,hystrix italian journal of mammalogy,0.0034674855682863227
Journal of Experimental Medicine,journal of experimental medicine,-0.006273944739240367
The American Economic Review,the american economic review,0.6779543650793651
Scandinavian Journal of Psychology,scandinavian journal of psychology,0.03642303160170432
Progress in Development Studies,progress in development studies,0.18850574712643675
Chemistry and Ecology,chemistry and ecology,-0.002171538022137806
Polish Journal of Ecology,polish journal of ecology,0.028413342784114087
International Journal of Protective Structures,international journal of protective structures,-0.025747724317295186
International Journal of Psychiatry in Medicine,international journal of psychiatry in medicine,0.03849921663426486
Ecohydrology and Hydrobiology,ecohydrology and hydrobiology,-0.015944574551131945
Chinese Journal of Structural Chemistry,chinese journal of structural chemistry,-0.05499234921858579
International Journal of Shipping and Transport Logistics,international journal of shipping and transport logistics,-0.03527980535279803
Forschung Im Ingenieurwesen-engineering Research,forschung im ingenieurwesen engineering research,-0.021621621621621623
British Journal of Pharmacology,british journal of pharmacology,0.028552936951097008
Statistics in Medicine,statistics in medicine,0.02172753147235906
The Open Fuels & Energy Science Journal,the open fuels & energy science journal,0.10851851851851853
International Journal of Applied Glass Science,international journal of applied glass science,-0.03273449308819083
Rangeland Journal,rangeland journal,0.035111672987779174
Moscow University Chemistry Bulletin,moscow university chemistry bulletin,0.03287246773562871
Nano Communication Networks,nano communication networks,-0.13316217372700045
International Journal of Global Warming,international journal of global warming,0.006040471156750229
Wind and Structures,wind and structures,0.0015304880169744863
Mine Water and The Environment,mine water and the environment,0.0398590303924278
Annals of Microbiology,annals of microbiology,-0.013850581309856143
Technology and Investment,technology and investment,-0.2910425844346549
The Neurologist,the neurologist,0.01341092441422346
Ecological Economics,ecological economics,0.23502931101410102
Research in Nursing & Health,research in nursing & health,-0.022667843207558054
Allergologia Et Immunopathologia,allergologia et immunopathologia,0.033138293419208556
Sang Thrombose Vaisseaux,sang thrombose vaisseaux,-0.062376473163095865
Sigplan Notices,sigplan notices,0.387
International Journal of Health Care Finance & Economics,international journal of health care finance & economics,-0.028016359918200433
American Sociological Review,american sociological review,0.006713286713286727
Issues & Studies,issues & studies,-0.06392694063926939
Transfusion Medicine Reviews,transfusion medicine reviews,0.11333365998615424
European Journal of Archaeology,european journal of archaeology,0.2209288653733098
European Respiratory Monograph,european respiratory monograph,0.09355742296918768
The Cryosphere,the cryosphere,0.13232174738609553
Nippon Suisan Gakkaishi,nippon suisan gakkaishi,-0.022952992776012288
Breeding Research,breeding research,0.036104300230513836
Neural Plasticity,neural plasticity,-0.02266396863521118
Journal of Korea Trade,journal of korea trade,0.3333333333333333
Entrepreneurship Theory and Practice,entrepreneurship theory and practice,0.1527298850574713
Periodica Polytechnica Chemical Engineering,periodica polytechnica chemical engineering,-0.057516826607735674
International Journal of Computational Intelligence Research,international journal of computational intelligence research,0.2876712328767124
ACM Transactions on Computation Theory,acm transactions on computation theory,0.8389680400462072
Journal for the Scientific Study of Religion,journal for the scientific study of religion,0.11162024558250973
Inquiry,inquiry,0.14400302686341276
International Journal of Environmental Research,international journal of environmental research,0.015372044739133344
Central European Journal of Energetic Materials,central european journal of energetic materials,0.05776668091264218
Miskolc Mathematical Notes,miskolc mathematical notes,-0.16218081435472737
Journal of Environmental Science and Management,journal of environmental science and management,-0.03092674485675831
arXiv: Quantitative Methods,arxiv quantitative methods,0.023392242342463416
"Nanotechnology, Science and Applications",nanotechnology science and applications,-0.11630962582119395
Camera Separatoria,camera separatoria,0.22070393374741204
International Journal of Biomedicine,international journal of biomedicine,-0.09259259259259257
Revista de Ciências Agroveterinárias,revista de ciencias agroveterinarias,-0.015022493218194578
Neurovascular Imaging,neurovascular imaging,0.032381383127651785
Geoscience Letters,geoscience letters,-0.022878300691805534
Molecular Imaging and Radionuclide Therapy,molecular imaging and radionuclide therapy,-0.05276682049827691
Gestão e Sociedade,gestao e sociedade,0.10330578512396695
Alimentos e Nutrição,alimentos e nutricao,0.053374443302500865
Regenerative Medicine Research,regenerative medicine research,0.06187859759288331
Meandros Medical and Dental Journal,meandros medical and dental journal,-0.08453398453398457
Chinese journal of parasitology & parasitic diseases,chinese journal of parasitology & parasitic diseases,-0.006304714857312559
Urologii︠a︡ (Russia),urologiia (russia),0.018740979416761696
"The Journal of the Stomatological Society, Japan",the journal of the stomatological society japan,-0.1077414205905826
Chinese Journal of Nervous and Mental Diseases,chinese journal of nervous and mental diseases,-0.3103960396039604
"World academy of science, engineering and technology",world academy of science engineering and technology,-0.04721041044663593
"Journal of Civil,Architectural & Environmental Engineering",journal of civil architectural & environmental engineering,0.04772393538913365
Senri ethnological studies,senri ethnological studies,0.146031746031746
Journal of Triticeae Crops,journal of triticeae crops,0.18844498251277914
"Journal of metals, materials and minerals",journal of metals materials and minerals,-0.05538573508005822
Research in Medical Education,research in medical education,-0.10901997503121098
"International journal ""Programmnye produkty i sistemy",international journal programmnye produkty i sistemy,-0.08030782780312273
Journal of Aquatic Sciences,journal of aquatic sciences,-0.038476190476190476
"Indian Journal of Comparative Microbiology, Immunology and Infectious Diseases",indian journal of comparative microbiology immunology and infectious diseases,0.01526181827167817
Journal of Geography and Regional Planning,journal of geography and regional planning,0.45910927800691587
Journal of drug discovery and therapeutics,journal of drug discovery and therapeutics,-0.09756097560975611
Interventional Neurology,interventional neurology,-0.0002720189186230985
International Journal of Materials Science and Applications,international journal of materials science and applications,0.10888103651354535
Journal of epilepsy research,journal of epilepsy research,0.06581830253402678
Miscellanea geographica,miscellanea geographica,0.2743589743589744
Phytopathogenic Mollicutes,phytopathogenic mollicutes,-0.05293003005385014
Journal of Anhui Agricultural Sciences,journal of anhui agricultural sciences,0.002930298581622948
Journal of Dental and Allied Sciences,journal of dental and allied sciences,0.09039242219215156
DNA polymorphism,dna polymorphism,-0.2023620404064118
Journal of Pharmaceutical Care & Health Systems,journal of pharmaceutical care & health systems,0.17986954565901933
Northeast Network Nursing Journal,northeast network nursing journal,0.02031143309184778
International Journal of Architecture and Urban Development,international journal of architecture and urban development,-0.15837742504409177
Revista Española de Cardiología Suplementos,revista espanola de cardiologia suplementos,0.2365566037735849
Couple and Family Psychology,couple and family psychology,0.060874635568513115
Journal of Engineering Design,journal of engineering design,0.03863945578231294
Anaesthesia,anaesthesia,0.04579394365372224
Atomization and Sprays,atomization and sprays,0.0737379055771637
Physical Review Letters,physical review letters,0.3213094030733111
New Directions for Child and Adolescent Development,new directions for child and adolescent development,0.14379084967320263
Central European Neurosurgery,central european neurosurgery,-0.011706201121416524
International Journal of Radiation Biology,international journal of radiation biology,0.04381735825735217
Cretaceous Research,cretaceous research,0.04669583218624914
The Social Sciences,the social sciences,-0.05570205722771604
Current Molecular Medicine,current molecular medicine,0.027778771487842822
Critical Studies on Terrorism,critical studies on terrorism,0.011235955056179796
Clinical Trials,clinical trials,0.05502176481521352
Behavioral and Brain Sciences,behavioral and brain sciences,-0.038191438191438186
Howard Journal of Criminal Justice,howard journal of criminal justice,0.03246073298429318
International Journal of Surgery,international journal of surgery,0.005868346409594775
Bautechnik,bautechnik,0.02032466416169356
Russian Journal of Bioorganic Chemistry,russian journal of bioorganic chemistry,0.044476745320627176
Langmuir,langmuir,0.00883076387722767
Psychosomatic Medicine,psychosomatic medicine,0.007899518427908911
Annals of Agricultural and Environmental Medicine,annals of agricultural and environmental medicine,0.01712798419360662
Journal of Applied Toxicology,journal of applied toxicology,0.010670993478849831
Bangladesh Veterinarian,bangladesh veterinarian,-0.0605250123823675
Child Language Teaching and Therapy,child language teaching and therapy,0.2300529100529101
The Open Tissue Engineering and Regenerative Medicine Journal,the open tissue engineering and regenerative medicine journal,0.1213351007783556
Comprehensive Psychiatry,comprehensive psychiatry,0.034345194857540166
Turkish Journal of Fisheries and Aquatic Sciences,turkish journal of fisheries and aquatic sciences,0.045926286033237895
Handbook of International Economics,handbook of international economics,1.0
The Journal of Nuclear Medicine,the journal of nuclear medicine,0.0048588165800315395
Journal of Applied Fire Science,journal of applied fire science,0.06408529741863075
International Journal of Critical Computer-based Systems,international journal of critical computer based systems,0.25152979066022546
Evolutionary Applications,evolutionary applications,0.002306474300182369
Anadolu Kardiyoloji Dergisi-the Anatolian Journal of Cardiology,anadolu kardiyoloji dergisi the anatolian journal of cardiology,-0.07384625505739943
Genomics,genomics,0.08555975453565617
Journal of Strength and Conditioning Research,journal of strength and conditioning research,0.007199182039333828
Romanian Journal of Information Science and Technology,romanian journal of information science and technology,0.5652173913043478
Design Studies,design studies,0.22955390334572487
Journal of Thoracic Imaging,journal of thoracic imaging,0.16093107239265972
Electronics,electronics,0.0975811020255465
Journal of Ect,journal of ect,0.0018309916483181246
Annual Review of Materials Research,annual review of materials research,0.3521825396825397
Laser Physics,laser physics,0.007411112260391421
Prenatal Diagnosis,prenatal diagnosis,0.018709076168797873
International Journal of Applied Linguistics,international journal of applied linguistics,-0.1872659176029963
Development Southern Africa,development southern africa,0.014492753623188387
Journal of Veterinary Cardiology,journal of veterinary cardiology,-0.023005959194575272
Russian Journal of Applied Chemistry,russian journal of applied chemistry,0.014178618583326082
Applied Linguistics,applied linguistics,-0.0392156862745098
Canadian Journal of Dietetic Practice and Research,canadian journal of dietetic practice and research,0.0696704980842912
Parkinson's Disease,parkinson s disease,0.038807479764624245
Mobile Networks and Applications,mobile networks and applications,0.00675380264465336
Journal of Natural History,journal of natural history,0.05072522906851652
International Journal of Technology Marketing,international journal of technology marketing,-0.03548085901027079
Revista Clinica Espanola,revista clinica espanola,0.06474633475861473
Environment and Planning D-society & Space,environment and planning d society & space,0.5289855072463768
Current Psychology,current psychology,0.05618435436617257
Journal of Humanistic Psychology,journal of humanistic psychology,0.25415637860082296
Techniques in Knee Surgery,techniques in knee surgery,0.22362942151141846
World Journal on Educational Technology,world journal on educational technology,-0.07397687280040223
Revista em Agronegócio e Meio Ambiente,revista em agronegocio e meio ambiente,0.05926037964153371
Ciencias Psicológicas,ciencias psicologicas,-0.04236947791164661
Production and Manufacturing Research: An Open Access Journal,production and manufacturing research an open access journal,-0.1333333333333334
Journal of Advanced Veterinary and Animal Research,journal of advanced veterinary and animal research,0.07442890180891755
The EUROCALL Review,the eurocall review,-0.13821138211382117
Chronic Wound Care Management and Research,chronic wound care management and research,0.25052631578947365
International Journal of Coal Science & Technology,international journal of coal science & technology,0.012205387205387185
Transactions on Data Privacy,transactions on data privacy,0.1239463601532567
Journal of New Technology and Materials,journal of new technology and materials,0.013843351548269586
Galicia Clínica,galicia clinica,-0.06510805715461392
Jurnal Pengajaran MIPA,jurnal pengajaran mipa,-0.04772079772079776
Shanghai journal of stomatology,shanghai journal of stomatology,0.015264345063275706
Applied linguistics review,applied linguistics review,-0.054480286738351175
Journal of Agriculture and Sustainability,journal of agriculture and sustainability,0.042801556420233464
Adult learning,adult learning,-0.29019607843137263
"Politics, Groups, and Identities",politics groups and identities,0.2764331210191083
Journal of clinical & translational endocrinology,journal of clinical & translational endocrinology,-0.055180749164283026
Malaysian orthopaedic journal,malaysian orthopaedic journal,0.06199642093317623
Annals of Paediatric Rheumatology,annals of paediatric rheumatology,0.03369681877802527
Journal of Clinical and Experimental Cardiology,journal of clinical and experimental cardiology,-0.006479752537610682
The International Journal of the Humanities: Annual Review,the international journal of the humanities annual review,-0.12312703583061889
European journal of management,european journal of management,0.16197718631178706
Families in society-The journal of contemporary social services,families in society the journal of contemporary social services,0.07247010790317876
European journal of probation,european journal of probation,-0.04845173041894354
The Egyptian Journal of Medical Microbiology,the egyptian journal of medical microbiology,-0.06213460231135282
Science reports of Niigata University,science reports of niigata university,-0.020666347966961453
Computer Assisted Mechanics and Engineering Sciences,computer assisted mechanics and engineering sciences,0.07064393939393944
Journal of the NACAA,journal of the nacaa,0.3900101936799185
turkish journal of sport and exercise,turkish journal of sport and exercise,-0.010575427682737172
Psychological test and assessment modeling,psychological test and assessment modeling,0.018601860186018605
Science and Technology Innovation Herald,science and technology innovation herald,-0.14993614303959132
Journal of structural engineering. B,journal of structural engineering b,-0.1873385012919897
Archive for the Psychology of Religion,archive for the psychology of religion,-0.0033639143730886853
Scientific Bulletin of UNFU,scientific bulletin of unfu,0.022087585034013615
Indonesian Journal of Urology,indonesian journal of urology,-0.012259582122595836
Education and training in autism and developmental disabilities,education and training in autism and developmental disabilities,0.014956620555519141
International journal of social sciences,international journal of social sciences,0.032618871643261896
Journal of theoretical and applied information technology,journal of theoretical and applied information technology,-0.026940035273368603
Journal of Bone and Joint Surgery - Series A,journal of bone and joint surgery series a,0.3057809057333524
Current Research in Medicine,current research in medicine,-0.12500969358579833
International Journal of Ecosystem,international journal of ecosystem,0.04681265206812653
Brazilian dental science,brazilian dental science,0.022887886960519906
Synthesiology English edition,synthesiology english edition,-0.21058668771375955
"ISPRS - International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences",isprs international archives of the photogrammetry remote sensing and spatial information sciences,0.09336936747671168
Chinese journal of oil crop sciences,chinese journal of oil crop sciences,-0.05961002785515319
European Mosquito Bulletin,european mosquito bulletin,-0.027448533998752335
Khartoum Medical Journal,khartoum medical journal,-0.08503635667814775
British Journal of Applied Science and Technology,british journal of applied science and technology,0.024200190053848592
Research in Rural Education,research in rural education,-0.15942028985507248
Journal of Oil and Gas Technology,journal of oil and gas technology,0.006583892298177998
Annals of Data Science,annals of data science,0.12316017316017315
Kerala Journal of Orthopaedics,kerala journal of orthopaedics,-0.19373219373219377
Revue des Maladies Respiratoires Actualités,revue des maladies respiratoires actualites,0.13939033070326262
"Revista de Logopedia, Foniatría y Audiología",revista de logopedia foniatria y audiologia,0.09718298464475832
Basic and Applied Ecology,basic and applied ecology,0.2664308558798188
The Journal of High Technology Management Research,the journal of high technology management research,0.33333333333333337
Science of Sintering,science of sintering,0.009067579127459362
Le Naturaliste Canadien,le naturaliste canadien,0.2707707707707707
Journal of Criminal Justice Education,journal of criminal justice education,0.13025210084033614
Parallel Processing Letters,parallel processing letters,0.3733724276483683
Discourse: Studies in The Cultural Politics of Education,discourse studies in the cultural politics of education,0.19072164948453613
International Journal of Business Performance and Supply Chain Modelling,international journal of business performance and supply chain modelling,0.225925925925926
Bragantia,bragantia,-0.04595933050679187
Turkish Online Journal of Educational Technology,turkish online journal of educational technology,0.056780487804878065
"Applicable Algebra in Engineering, Communication and Computing",applicable algebra in engineering communication and computing,0.3333333333333333
Journal of the Royal Society of Medicine,journal of the royal society of medicine,-0.004190779127630084
Journal of The American Leather Chemists Association,journal of the american leather chemists association,-0.08774750632722941
Systematic Biology,systematic biology,0.182533723454912
Advances in Botanical Research,advances in botanical research,0.10641893534541821
Journal of The Royal Society of New Zealand,journal of the royal society of new zealand,0.3183649971214738
Critical Reviews in Toxicology,critical reviews in toxicology,0.2797698723399028
Critical Reviews in Plant Sciences,critical reviews in plant sciences,0.18762626889037723
Regulatory Toxicology and Pharmacology,regulatory toxicology and pharmacology,0.3027953787115959
New Zealand Journal of Zoology,new zealand journal of zoology,0.06721020914569302
Computing in Science and Engineering,computing in science and engineering,0.07919625159611696
Silva Fennica,silva fennica,0.0579178776361875
International Journal of Health Services,international journal of health services,0.05131903087704192
Sociology of Health and Illness,sociology of health and illness,0.05101020918112373
Journal of Cystic Fibrosis,journal of cystic fibrosis,0.05730082363014288
Archives of Biochemistry and Biophysics,archives of biochemistry and biophysics,-0.002666567319279019
The North American Journal of Economics and Finance,the north american journal of economics and finance,0.4713636363636364
Medicinal Chemistry,medicinal chemistry,-0.012839275858218285
Defence Science Journal,defence science journal,0.0010572724043544494
Revista Brasileira De Terapia Intensiva,revista brasileira de terapia intensiva,-0.0673823765517619
Tobacco Science,tobacco science,-0.2064761904761905
Icarus,icarus,0.08065820049206641
International Journal of Networking and Virtual Organisations,international journal of networking and virtual organisations,0.04070053553336227
Thermal Science,thermal science,0.004542991774344497
Permafrost and Periglacial Processes,permafrost and periglacial processes,0.07153684478695622
Journal De Chirurgie,journal de chirurgie,-0.02144522144522142
Public Relations Review,public relations review,-0.0114734299516908
Library Management,library management,0.049353233830845764
